PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
ผท-8885,383,2,1450.0,4,4,3,443
ผท-891,233,10,12200.0,3,2,1,321
ผท-903,241,24,14190.0,3,1,1,311
ผท-9147,203,7,1898.0,3,2,3,323
ผท-9352ชบ,362,16,5770.0,4,1,2,412
ผท-9720,298,2,1450.0,3,4,3,343
ผท-9894ชบ,201,15,21200.0,3,1,1,311
ผท-9926,91,18,11690.0,2,1,1,211
ผธ-1201,314,6,4500.0,4,2,2,422
ผธ-1328,417,8,1300.0,4,2,3,423
ผธ-1372,266,7,5650.0,3,2,2,322
ผธ-1375ชบ,91,3,1250.0,2,4,3,243
ผธ-1425,161,7,2380.0,2,2,3,223
ผธ-1506 ชบ,339,9,920.0,4,2,3,423
ผธ-1643,50,8,5760.0,1,2,2,122
ผธ-1663,17,43,22678.0,1,1,1,111
ผธ-1739,309,6,1665.0,4,2,3,423
ผธ-1798,74,3,1850.0,2,4,3,243
ผธ-1951,242,3,3750.0,3,4,2,342
ผธ-1991 ชบ,134,5,660.0,2,3,4,234
ผธ-2013,156,23,11230.0,2,1,1,211
ผธ-2180,360,6,2070.0,4,2,3,423
ผธ-2924,405,15,5300.0,4,1,2,412
ผธ-3101,16,3,1420.0,1,4,3,143
ผธ-3101ชบ,287,2,1000.0,3,4,3,343
ผธ-3432,160,10,9300.0,2,2,1,221
ผธ-3577,350,3,1470.0,4,4,3,443
ผธ-3590,65,10,910.0,1,2,3,123
ผธ-3631,298,7,2110.0,3,2,3,323
ผธ-4174,40,8,4028.2999999999997,1,2,2,122
ผธ-4469,31,7,3170.0,1,2,2,122
ผธ-4510ชบ,401,5,2020.0,4,3,3,433
ผธ-4518,290,22,28410.0,3,1,1,311
ผธ-4681,110,13,7400.0,2,1,2,212
ผธ-490,322,9,9400.0,4,2,1,421
ผธ-5432,147,7,1100.0,2,2,3,223
ผธ-5490,275,93,59555.0,3,1,1,311
ผธ-5738,273,2,1450.0,3,4,3,343
ผธ-5778,265,15,25500.0,3,1,1,311
ผธ-5960,297,12,3790.0,3,1,2,312
ผธ-6102,232,2,3250.0,3,4,2,342
ผธ-6130,414,9,16000.0,4,2,1,421
ผธ-6145,75,2,200.0,2,4,4,244
ผธ-6246,322,3,1470.0,4,4,3,443
ผธ-6306,146,3,350.0,2,4,4,244
ผธ-6367,176,13,17450.0,3,1,1,311
ผธ-6510,84,6,2650.0,2,2,2,222
ผธ-6610,123,15,10298.0,2,1,1,211
ผธ-6614,38,13,4235.0,1,1,2,112
ผธ-6645,38,7,760.0,1,2,3,123
ผธ-6681,413,7,1160.0,4,2,3,423
ผธ-7443,65,2,800.0,1,4,3,143
ผธ-7716,3,5,4500.0,1,3,2,132
ผธ-8006ชบ,31,8,2130.0,1,2,3,123
ผธ-8229,339,2,1450.0,4,4,3,443
ผธ-8455,243,4,1630.0,3,3,3,333
ผธ-863ชบ,96,3,560.0,2,4,4,244
ผธ-8739,24,14,5950.0,1,1,2,112
ผธ-9067,106,2,230.0,2,4,4,244
ผธ-9105,44,29,8350.0,1,1,2,112
ผธ-9156,22,2,300.0,1,4,4,144
ผธ-9786,41,9,12000.0,1,2,1,121
ผน-1125,173,8,5910.0,2,2,2,222
ผน-1666,268,2,300.0,3,4,4,344
ผน-1920ชบ,345,11,8850.0,4,1,1,411
ผน-2126,196,2,300.0,3,4,4,344
ผน-2341,99,34,5820.0,2,1,2,212
ผน-2563,47,13,12000.0,1,1,1,111
ผน-2879,140,12,6260.000000000001,2,1,2,212
ผน-3501,365,6,4730.0,4,2,2,422
ผน-3820,187,2,230.0,3,4,4,344
ผน-4141,272,2,480.0,3,4,4,344
ผน-4554ชบ,26,2,3500.0,1,4,2,142
ผน-4701,364,8,1018.0,4,2,3,423
ผน-4722,214,2,250.0,3,4,4,344
ผน-4880,119,7,2110.0,2,2,3,223
ผน-4930,54,14,8070.0,1,1,2,112
ผน-5006,300,7,5410.0,3,2,2,322
ผน-5029ชบ,291,2,1450.0,3,4,3,343
ผน-537,0,15,10132.32,1,1,1,111
ผน-5680,38,6,3030.0,1,2,2,122
ผน-5951,134,9,20000.0,2,2,1,221
ผน-6215,127,9,920.0,2,2,3,223
ผน-6460,412,9,7600.0,4,2,2,422
ผน-6612,411,18,14000.0,4,1,1,411
ผน-6619 ชบ,211,6,4000.0,3,2,2,322
ผน-6774,237,2,300.0,3,4,4,344
ผน-6819,91,6,1110.0,2,2,3,223
ผน-6954,119,18,11330.0,2,1,1,211
ผน-7084,121,5,448.0,2,3,4,234
ผน-740,326,9,8000.0,4,2,2,422
ผน-7402,425,8,4550.0,4,2,2,422
ผน-7488,276,2,200.0,3,4,4,344
ผน-7597,133,3,1900.0,2,4,3,243
ผน-7729,27,10,7550.0,1,2,2,122
ผน-7954,196,3,2300.0,3,4,3,343
ผน-8257,44,2,300.0,1,4,4,144
ผน-8331,243,19,6880.0,3,1,2,312
ผน-8405,63,20,6490.0,1,1,2,112
ผน-8493,244,2,230.0,3,4,4,344
ผน-8566,190,3,1900.0,3,4,3,343
ผน-8785,160,3,280.0,2,4,4,244
ผน-8956,415,5,3600.0,4,3,2,432
ผน-9061ชบ,389,4,2150.0,4,3,3,433
ผน-9071,281,17,5350.0,3,1,2,312
ผน-9137,342,3,1750.0,4,4,3,443
ผน-9177,403,15,2820.0,4,1,2,412
ผน-9251,60,2,1100.0,1,4,3,143
ผน-9563,172,11,1160.0,2,1,3,213
ผน-9669 ชบ,291,9,12000.0,3,2,1,321
ผน-9853,41,6,1870.0,1,2,3,123
ผน-9943,420,2,230.0,4,4,4,444
ผน-9975,41,5,2620.0,1,3,2,132
ผบ-131,338,6,598.0,4,2,4,424
ผบ-1576,387,2,550.0,4,4,4,444
ผบ-1604,126,15,1780.0,2,1,3,213
ผบ-1770,41,2,1450.0,1,4,3,143
ผบ-1897,89,5,4900.0,2,3,2,232
ผบ-2200,302,2,950.0,3,4,3,343
ผบ-2603ชบ,343,2,2700.0,4,4,2,442
ผบ-2760,317,4,1620.0,4,3,3,433
ผบ-2799,0,11,13200.0,1,1,1,111
ผบ-3667ชบ,118,3,1670.0,2,4,3,243
ผบ-3741,401,4,1650.0,4,3,3,433
ผบ-3758,12,21,8608.0,1,1,1,111
ผบ-3761,310,7,888.0,4,2,3,423
ผบ-3845,219,3,2700.0,3,4,2,342
ผบ-3881,118,2,150.0,2,4,4,244
ผบ-3962,1,19,47020.0,1,1,1,111
ผบ-4266,117,3,2020.0,2,4,3,243
ผบ-4473,110,13,5768.0,2,1,2,212
ผบ-507,40,3,280.0,1,4,4,144
ผบ-5102,337,9,19000.0,4,2,1,421
ผบ-5354,90,5,3090.0,2,3,2,232
ผบ-5784,154,2,230.0,2,4,4,244
ผบ-6015,158,2,200.0,2,4,4,244
ผบ-6396,117,5,660.0,2,3,4,234
ผบ-6407,193,18,11630.0,3,1,1,311
ผบ-6474,299,3,1450.0,3,4,3,343
ผบ-6674,98,2,440.0,2,4,4,244
ผบ-6784,226,6,2820.0,3,2,2,322
ผบ-6829,334,25,10080.0,4,1,1,411
ผบ-7024,5,10,2790.0,1,2,2,122
ผบ-706,304,4,4300.0,4,3,2,432
ผบ-7617,168,7,1610.0,2,2,3,223
ผบ-7838,85,7,3600.0,2,2,2,222
ผบ-7858 ชบ,403,4,2350.0,4,3,3,433
ผบ-8006,264,2,450.0,3,4,4,344
ผบ-8278,178,5,7000.0,3,3,2,332
ผบ-9009,302,2,276.0,3,4,4,344
ผบ-9074,406,9,13000.0,4,2,1,421
ผบ-9451,339,4,300.0,4,3,4,434
ผบ-9493ชบ,62,3,2200.0,1,4,3,143
ผบ-9809,224,9,10000.0,3,2,1,321
ผบ-9972,400,3,1200.0,4,4,3,443
ผผ-1261,80,52,8810.0,2,1,1,211
ผผ-1391,320,15,14540.0,4,1,1,411
ผผ-1512,335,9,2398.0,4,2,3,423
ผผ-1550,407,9,14000.0,4,2,1,421
ผผ-1724,404,9,15400.0,4,2,1,421
ผผ-1810.,137,4,200.0,2,3,4,234
ผผ-1908,336,2,230.0,4,4,4,444
ผผ-1953,350,5,9600.0,4,3,1,431
ผผ-2105,423,3,350.0,4,4,4,444
ผผ-2320,126,15,16450.0,2,1,1,211
ผผ-2329,379,9,34024.0,4,2,1,421
ผผ-2414,300,9,1438.0,3,2,3,323
ผผ-2470,348,4,2430.0,4,3,3,433
ผผ-2515,97,3,260.0,2,4,4,244
ผผ-2609,415,3,560.0,4,4,4,444
ผผ-3023,209,9,14000.0,3,2,1,321
ผผ-305,300,20,7099.999999999999,3,1,2,312
ผผ-3060ชบ,31,2,900.0,1,4,3,143
ผผ-3114,96,14,19720.0,2,1,1,211
ผผ-3245,385,6,810.0,4,2,3,423
ผผ-3540,232,8,3050.0,3,2,2,322
ผผ-3605,301,9,648.0,3,2,4,324
ผผ-3721,224,2,3580.0,3,4,2,342
ผผ-4013,413,5,860.0,4,3,3,433
ผผ-4049,283,9,5600.0,3,2,2,322
ผผ-4200 ชบ,422,2,270.0,4,4,4,444
ผผ-4226,154,5,9000.0,2,3,1,231
ผผ-4574,182,12,11460.0,3,1,1,311
ผผ-4629,249,6,2320.0,3,2,3,323
ผผ-4772,109,14,4160.0,2,1,2,212
ผผ-4828,314,2,2600.0,4,4,2,442
ผผ-4927,145,12,7350.0,2,1,2,212
ผผ-4953,220,2,500.0,3,4,4,344
ผผ-4966,373,5,720.0,4,3,3,433
ผผ-5032,12,4,2600.0,1,3,2,132
ผผ-5114,254,6,7600.0,3,2,2,322
ผผ-5449,366,13,10800.0,4,1,1,411
ผผ-5564,181,13,9610.0,3,1,1,311
ผผ-5737,227,4,4000.0,3,3,2,332
ผผ-5925ชบ,173,5,10000.0,2,3,1,231
ผผ-6362,36,13,12800.0,1,1,1,111
ผผ-6611,188,13,3520.0,3,1,2,312
ผผ-6664,15,18,7880.0,1,1,2,112
ผผ-6681,37,8,660.0,1,2,4,124
ผผ-7093ชบ,363,7,2110.0,4,2,3,423
ผผ-7094,414,3,1470.0,4,4,3,443
ผผ-7297,1,8,400.0,1,2,4,124
ผผ-7298,41,6,548.0,1,2,4,124
ผผ-7370,175,8,2560.0,2,2,2,222
ผผ-7502,244,5,520.0,3,3,4,334
ผผ-7716,101,9,10000.0,2,2,1,221
ผผ-7858,342,9,19000.0,4,2,1,421
ผผ-7928ชบ,271,3,580.0,3,4,4,344
ผผ-8120,37,2,550.0,1,4,4,144
ผผ-8157,412,7,2110.0,4,2,3,423
ผผ-827,54,7,2110.0,1,2,3,123
ผผ-8272,112,2,750.0,2,4,3,243
ผผ-8273,330,6,3120.0,4,2,2,422
ผผ-8415,161,13,22600.0,2,1,1,211
ผผ-8436,358,2,200.0,4,4,4,444
ผผ-8519,48,22,28260.0,1,1,1,111
ผผ-8619,338,7,2170.0,4,2,3,423
ผผ-8730,37,2,2850.0,1,4,2,142
ผผ-9008,316,4,6400.0,4,3,2,432
ผผ-9008ชบ,238,5,5000.0,3,3,2,332
ผผ-9075,30,12,13200.0,1,1,1,111
ผผ-9309ชบ,419,4,1620.0,4,3,3,433
ผผ-9337,297,9,860.0,3,2,3,323
ผผ-9376,299,6,1650.0,3,2,3,323
ผผ-9505,68,4,1000.0,2,3,3,233
ผผ-9645,404,5,660.0,4,3,4,434
ผผ-9690ชบ,286,11,25000.0,3,1,1,311
ผผ-9785,256,5,3530.0,3,3,2,332
ผฝ-1694,402,9,13400.0,4,2,1,421
ผพ-1069,284,3,520.0,3,4,4,344
ผพ-1198,84,24,21082.0,2,1,1,211
ผพ-1345,70,13,11100.0,2,1,1,211
ผพ-1423 ชบ,195,9,20000.0,3,2,1,321
ผพ-1504,7,5,7600.0,1,3,2,132
ผพ-1612,43,9,19000.0,1,2,1,121
ผพ-1672,192,4,1920.0,3,3,3,333
ผพ-1693,374,5,340.0,4,3,4,434
ผพ-1719ชบ,311,2,230.0,4,4,4,444
ผพ-1866,315,15,17070.0,4,1,1,411
ผพ-1867,89,17,33000.0,2,1,1,211
ผพ-193,300,4,200.0,3,3,4,334
ผพ-2196,99,12,4280.0,2,1,2,212
ผพ-2250,66,8,7604.0,1,2,2,122
ผพ-2429,229,3,1650.0,3,4,3,343
ผพ-2774,303,9,15000.0,3,2,1,321
ผพ-2971,36,6,3900.0,1,2,2,122
ผพ-3142,256,2,600.0,3,4,4,344
ผพ-3231,418,9,648.0,4,2,4,424
ผพ-370,262,3,350.0,3,4,4,344
ผพ-3953,100,2,200.0,2,4,4,244
ผพ-4136ชบ,232,7,5200.0,3,2,2,322
ผพ-4187,234,7,5900.0,3,2,2,322
ผพ-4198,50,22,26370.0,1,1,1,111
ผพ-4381,123,7,2510.0,2,2,2,222
ผพ-4500,224,5,5700.0,3,3,2,332
ผพ-4500ชบ,311,5,5200.0,4,3,2,432
ผพ-462,11,10,3120.0,1,2,2,122
ผพ-5054ชบ,39,3,280.0,1,4,4,144
ผพ-5370,1,6,3200.0,1,2,2,122
ผพ-5751,182,10,11800.0,3,2,1,321
ผพ-5870,405,5,660.0,4,3,4,434
ผพ-6025,102,2,160.0,2,4,4,244
ผพ-6059,44,11,21850.0,1,1,1,111
ผพ-6114,44,13,12600.0,1,1,1,111
ผพ-6143,181,4,690.0,3,3,3,333
ผพ-6202,104,5,5500.0,2,3,2,232
ผพ-6408,419,3,560.0,4,4,4,444
ผพ-6471,420,7,3190.0,4,2,2,422
ผพ-6529,15,3,2200.0,1,4,3,143
ผพ-6554,195,14,20020.0,3,1,1,311
ผพ-6667,241,10,10100.0,3,2,1,321
ผพ-6712,19,21,6170.0,1,1,2,112
ผพ-6714,50,36,2996.0,1,1,2,112
ผพ-6734,306,4,3100.0,4,3,2,432
ผพ-6783,402,7,2110.0,4,2,3,423
ผพ-679ชบ,62,4,450.0,1,3,4,134
ผพ-6919,198,3,1670.0,3,4,3,343
ผพ-7020ชบ,198,5,660.0,3,3,4,334
ผพ-7091,314,3,950.0,4,4,3,443
ผพ-7128,8,9,17500.0,1,2,1,121
ผพ-7295,426,9,15800.0,4,2,1,421
ผพ-7312,77,7,3190.0,2,2,2,222
ผพ-7394,170,5,510.0,2,3,4,234
ผพ-7432,411,2,250.0,4,4,4,444
ผพ-7560ชบ,82,4,730.0,2,3,3,233
ผพ-7574,21,2,1950.0,1,4,3,143
ผพ-7590,301,9,920.0,3,2,3,323
ผพ-775,246,9,15000.0,3,2,1,321
ผพ-7860,403,5,448.0,4,3,4,434
ผพ-795,189,6,920.0,3,2,3,323
ผพ-8001,54,5,4850.0,1,3,2,132
ผพ-8031,324,6,3420.0,4,2,2,422
ผพ-8130,187,4,5700.0,3,3,2,332
ผพ-8206,6,7,2800.0,1,2,2,122
ผพ-8450,297,2,1450.0,3,4,3,343
ผพ-8464ชบ,344,12,13010.0,4,1,1,411
ผพ-8606,60,7,760.0,1,2,3,123
ผพ-8610,55,9,17000.0,1,2,1,121
ผพ-8650,325,3,5250.0,4,4,2,442
ผพ-8867,168,7,7850.0,2,2,2,222
ผพ-9319,190,9,3710.0,3,2,2,322
ผพ-9376,39,9,15400.0,1,2,1,121
ผพ-9416,31,4,1720.0,1,3,3,133
ผพ-9658,306,9,17000.0,4,2,1,421
ผพ-97,238,13,13800.0,3,1,1,311
ผพ-9974,45,7,3750.0,1,2,2,122
ผม-1229,405,4,200.0,4,3,4,434
ผม-1236,170,3,550.0,2,4,4,244
ผม-1253ชบ,404,3,1900.0,4,4,3,443
ผม-1626,401,3,900.0,4,4,3,443
ผม-1630,335,9,920.0,4,2,3,423
ผม-1635,176,2,230.0,3,4,4,344
ผม-176,75,8,5270.0,2,2,2,222
ผม-1803,385,12,3140.0,4,1,2,412
ผม-1814,208,2,1450.0,3,4,3,343
ผม-19,206,3,1470.0,3,4,3,343
ผม-219,52,2,2850.0,1,4,2,142
ผม-2321,56,17,21000.0,1,1,1,111
ผม-2369,18,9,19200.0,1,2,1,121
ผม-2434,192,14,2410.0,3,1,3,313
ผม-2468,280,5,350.0,3,3,4,334
ผม-2611,247,3,1530.0,3,4,3,343
ผม-2816,82,16,29500.0,2,1,1,211
ผม-2979,119,3,650.0,2,4,4,244
ผม-3077,42,9,16000.0,1,2,1,121
ผม-3134,20,6,5360.0,1,2,2,122
ผม-3201,407,5,2000.0,4,3,3,433
ผม-3487,372,3,850.0,4,4,3,443
ผม-3538ชบ,208,2,2850.0,3,4,2,342
ผม-36,422,9,920.0,4,2,3,423
ผม-3759,406,17,4960.0,4,1,2,412
ผม-3966,140,3,1900.0,2,4,3,243
ผม-4000,384,7,3548.0,4,2,2,422
ผม-4046,328,9,11400.0,4,2,1,421
ผม-4191,118,3,1480.0,2,4,3,243
ผม-4196 ชบ,160,3,3050.0,2,4,2,242
ผม-4247,337,5,448.0,4,3,4,434
ผม-4311,217,9,18000.0,3,2,1,321
ผม-4490,190,11,1470.0,3,1,3,313
ผม-4531,146,9,14000.0,2,2,1,221
ผม-4618ชบ,29,7,760.0,1,2,3,123
ผม-4701,63,6,3600.0,1,2,2,122
ผม-4806,88,9,23000.0,2,2,1,221
ผม-4870,220,4,200.0,3,3,4,334
ผม-4914,30,5,1750.0,1,3,3,133
ผม-5013,37,12,1296.0,1,1,3,113
ผม-504,378,2,1050.0,4,4,3,443
ผม-511,307,2,1870.0,4,4,3,443
ผม-5218,138,17,7460.0,2,1,2,212
ผม-5307,62,14,1680.0,1,1,3,113
ผม-5361,207,4,3600.0,3,3,2,332
ผม-5457,42,3,560.0,1,4,4,144
ผม-5474,136,10,5930.0,2,2,2,222
ผม-5575,119,9,18000.0,2,2,1,221
ผม-5632,350,4,1930.0,4,3,3,433
ผม-5704,36,10,12650.0,1,2,1,121
ผม-5864,77,3,2000.0,2,4,3,243
ผม-5900,164,17,15633.0,2,1,1,211
ผม-5916,44,4,2900.0,1,3,2,132
ผม-5940,46,9,4150.0,1,2,2,122
ผม-5981,79,2,1450.0,2,4,3,243
ผม-6008,89,17,14150.0,2,1,1,211
ผม-6149,297,4,200.0,3,3,4,334
ผม-6167,427,10,990.0,4,2,3,423
ผม-6367,121,7,9550.0,2,2,1,221
ผม-6617,63,16,12710.0,1,1,1,111
ผม-6684,126,13,11600.0,2,1,1,211
ผม-6924,41,9,19000.0,1,2,1,121
ผม-6993,159,2,1450.0,2,4,3,243
ผม-7049,71,7,22000.0,2,2,1,221
ผม-7082,50,22,14290.0,1,1,1,111
ผม-714,243,5,4500.0,3,3,2,332
ผม-7201,159,5,280.0,2,3,4,234
ผม-7231,42,2,800.0,1,4,3,143
ผม-7256,42,9,13000.0,1,2,1,121
ผม-732,47,11,7625.0,1,1,2,112
ผม-7382,304,9,16400.0,4,2,1,421
ผม-7446,40,12,3730.0,1,1,2,112
ผม-7455,17,4,200.0,1,3,4,134
ผม-7485ชบ,80,13,5484.62,2,1,2,212
ผม-7488,70,19,17310.0,2,1,1,211
ผม-762,94,10,4220.0,2,2,2,222
ผม-8676,86,4,530.0,2,3,4,234
ผม-9056,236,14,4260.0,3,1,2,312
ผม-907,366,6,3600.0,4,2,2,422
ผม-9122,342,3,2000.0,4,4,3,443
ผม-9316,418,2,100.0,4,4,4,444
ผม-9734,68,6,764.0,2,2,3,223
ผย-133,427,2,200.0,4,4,4,444
ผย-1393,231,17,16800.0,3,1,1,311
ผย-1427,171,2,2500.0,2,4,2,242
ผย-1839,128,5,3470.0,2,3,2,232
ผย-1854,400,5,5880.0,4,3,2,432
ผย-1982,145,2,1650.0,2,4,3,243
ผย-2231,47,2,350.0,1,4,4,144
ผย-2336,23,4,1780.0,1,3,3,133
ผย-2519,42,2,1450.0,1,4,3,143
ผย-2522,146,9,15400.0,2,2,1,221
ผย-2793,244,8,3230.0,3,2,2,322
ผย-2798,212,3,410.0,3,4,4,344
ผย-2836,303,3,560.0,3,4,4,344
ผย-3014,303,3,1630.0,3,4,3,343
ผย-3075,28,29,25700.0,1,1,1,111
ผย-3100,153,5,4670.0,2,3,2,232
ผย-3254ชบ,62,9,10000.0,1,2,1,121
ผย-3301,26,7,760.0,1,2,3,123
ผย-350,179,6,8000.0,3,2,2,322
ผย-3583,91,7,3120.0,2,2,2,222
ผย-3584,252,2,800.0,3,4,3,343
ผย-3584ชบ,274,3,1950.0,3,4,3,343
ผย-3655,126,5,3010.0,2,3,2,232
ผย-3668,49,20,17960.0,1,1,1,111
ผย-3776,229,2,300.0,3,4,4,344
ผย-3776 ชบ,97,10,27500.0,2,2,1,221
ผย-40,235,3,1050.0,3,4,3,343
ผย-4062,78,2,100.0,2,4,4,244
ผย-4081,120,12,1310.0,2,1,3,213
ผย-417,107,2,300.0,2,4,4,244
ผย-4329,89,4,2900.0,2,3,2,232
ผย-4575,255,9,7770.0,3,2,2,322
ผย-4679,92,9,12000.0,2,2,1,221
ผย-492,131,3,380.0,2,4,4,244
ผย-5213,203,4,2350.0,3,3,3,333
ผย-5222,121,3,550.0,2,4,4,244
ผย-5235ชบ,227,14,12478.4,3,1,1,311
ผย-5288,256,10,2200.0,3,2,3,323
ผย-5354,319,2,200.0,4,4,4,444
ผย-5377,138,11,17300.0,2,1,1,211
ผย-5415,39,26,8740.0,1,1,1,111
ผย-578,390,2,900.0,4,4,3,443
ผย-5928,40,2,1450.0,1,4,3,143
ผย-5928ชบ,311,2,600.0,4,4,4,444
ผย-6086,406,5,2010.0,4,3,3,433
ผย-6095,259,11,13050.0,3,1,1,311
ผย-6185,69,17,8150.0,2,1,2,212
ผย-6302,383,5,1030.0,4,3,3,433
ผย-6316,125,8,400.0,2,2,4,224
ผย-6449,138,11,3210.0,2,1,2,212
ผย-6489,71,4,3400.0,2,3,2,232
ผย-6561,6,18,16455.0,1,1,1,111
ผย-6580,77,4,1690.0,2,3,3,233
ผย-6625,303,2,1450.0,3,4,3,343
ผย-6861,308,2,170.0,4,4,4,444
ผย-6863,259,9,22000.0,3,2,1,321
ผย-7098,245,2,230.0,3,4,4,344
ผย-711,428,9,13000.0,4,2,1,421
ผย-7253,135,6,1060.0,2,2,3,223
ผย-7535,204,2,130.0,3,4,4,344
ผย-7685,122,2,1450.0,2,4,3,243
ผย-7851ชบ,191,3,1550.0,3,4,3,343
ผย-7903,39,21,29400.0,1,1,1,111
ผย-8032,58,4,200.0,1,3,4,134
ผย-8238,214,9,13000.0,3,2,1,321
ผย-8305,36,13,13600.0,1,1,1,111
ผย-8602,339,12,4504.75,4,1,2,412
ผย-8982,80,2,1700.0,2,4,3,243
ผย-8982ชบ,311,4,200.0,4,3,4,434
ผย-9000,9,11,7800.0,1,1,2,112
ผย-9034ชบ,361,3,1470.0,4,4,3,443
ผย-9170,0,2,1450.0,1,4,3,143
ผย-9475,285,4,200.0,3,3,4,334
ผย-9486,335,20,6190.0,4,1,2,412
ผย-9515,179,77,37770.0,3,1,1,311
ผย-9621,57,32,14910.0,1,1,1,111
ผย-9629,60,2,1450.0,1,4,3,143
ผย-9644,226,12,10514.66,3,1,1,311
ผย-9893,197,3,380.0,3,4,4,344
ผย-990ชบ,49,3,580.0,1,4,4,144
ผร-1033ชบ,113,6,2500.0,2,2,2,222
ผร-1123,300,9,1120.0,3,2,3,323
ผร-1167,374,9,5320.0,4,2,2,422
ผร-1351,413,3,380.0,4,4,4,444
ผร-1789,145,11,16800.0,2,1,1,211
ผร-1899,205,5,2420.0,3,3,3,333
ผร-1945,408,5,448.0,4,3,4,434
ผร-2008,36,3,1850.0,1,4,3,143
ผร-2015,299,14,3760.0,3,1,2,312
ผร-2015ชบ,46,3,1470.0,1,4,3,143
ผร-2062ชบ,5,9,22000.0,1,2,1,121
ผร-2561,175,13,5000.0,2,1,2,212
ผร-2921,55,6,3500.0,1,2,2,122
ผร-2970,405,2,1450.0,4,4,3,443
ผร-2995,368,2,2450.0,4,4,2,442
ผร-301,340,4,1750.0,4,3,3,433
ผร-3056,4,2,230.0,1,4,4,144
ผร-3075,65,2,3100.0,1,4,2,142
ผร-336,77,5,1640.0,2,3,3,233
ผร-3431,300,4,990.0,3,3,3,333
ผร-3607,184,8,2130.0,3,2,3,323
ผร-4153,310,2,1050.0,4,4,3,443
ผร-437,36,4,2350.0,1,3,3,133
ผร-4410,11,7,7000.0,1,2,2,122
ผร-4708,40,9,12000.0,1,2,1,121
ผร-5213,146,14,16400.0,2,1,1,211
ผร-5239ชบ,62,3,850.0,1,4,3,143
ผร-5296,26,8,910.0,1,2,3,123
ผร-5521,281,5,660.0,3,3,4,334
ผร-5597,405,11,20170.0,4,1,1,411
ผร-5820,326,4,2100.0,4,3,3,433
ผร-5943,240,2,1400.0,3,4,3,343
ผร-6115,339,2,300.0,4,4,4,444
ผร-6115ชบ,196,9,920.0,3,2,3,323
ผร-6385ชบ,47,2,2400.0,1,4,3,143
ผร-6554,303,4,710.0,3,3,3,333
ผร-6614,117,11,16410.0,2,1,1,211
ผร-6664,362,6,800.0,4,2,3,423
ผร-670,37,5,2920.0,1,3,2,132
ผร-6701,424,6,360.0,4,2,4,424
ผร-6813,15,10,12200.0,1,2,1,121
ผร-6947,105,45,12260.0,2,1,1,211
ผร-6955,98,4,450.0,2,3,4,234
ผร-6989,387,3,420.0,4,4,4,444
ผร-7035ชบ,36,26,16160.0,1,1,1,111
ผร-7252,108,2,300.0,2,4,4,244
ผร-7301,391,2,330.0,4,4,4,444
ผร-7483ชบ,286,6,810.0,3,2,3,323
ผร-7725,224,2,1250.0,3,4,3,343
ผร-8172,8,2,2500.0,1,4,2,142
ผร-863,39,22,3034.0,1,1,2,112
ผร-8799,260,5,660.0,3,3,4,334
ผร-9033,341,7,6142.4,4,2,2,422
ผร-9250,257,6,2640.0,3,2,2,322
ผร-9253,307,2,1650.0,4,4,3,443
ผร-9872,48,8,2260.0,1,2,3,123
ผร-9925,210,2,130.0,3,4,4,344
ผร-9974,215,6,1000.0,3,2,3,323
ผล-1173,90,4,435.0,2,3,4,234
ผล-1173ชบ,154,6,1660.0,2,2,3,223
ผล-1727,55,7,2110.0,1,2,3,123
ผล-1906,20,23,13850.0,1,1,1,111
ผล-195,59,2,200.0,1,4,4,144
ผล-2010ชบ,25,6,810.0,1,2,3,123
ผล-2097,143,4,2650.0,2,3,2,232
ผล-2132,37,8,3840.0,1,2,2,122
ผล-2429ชบ,162,5,660.0,2,3,4,234
ผล-2439,61,9,10000.0,1,2,1,121
ผล-2457,256,8,4820.0,3,2,2,322
ผล-2603,36,2,1450.0,1,4,3,143
ผล-2622,160,4,2550.0,2,3,2,232
ผล-3253,40,8,2750.0,1,2,2,122
ผล-3272,353,10,9950.0,4,2,1,421
ผล-3343,5,10,3298.0,1,2,2,122
ผล-3462,64,5,2900.0,1,3,2,132
ผล-3550ชบ,62,3,1050.0,1,4,3,143
ผล-358,74,12,11220.0,2,1,1,211
ผล-3722ชบ,215,3,1450.0,3,4,3,343
ผล-3796,165,3,1470.0,2,4,3,243
ผล-3919,78,2,1850.0,2,4,3,243
ผล-3983,46,2,1850.0,1,4,3,143
ผล-40,196,2,130.0,3,4,4,344
ผล-4127,39,9,3140.0,1,2,2,122
ผล-4141,8,6,2730.0,1,2,2,122
ผล-4169,327,3,1470.0,4,4,3,443
ผล-4345,255,6,1500.0,3,2,3,323
ผล-4389,153,18,15248.0,2,1,1,211
ผล-4425,70,4,1150.0,2,3,3,233
ผล-4476,17,3,250.0,1,4,4,144
ผล-4498,21,71,39220.0,1,1,1,111
ผล-4580,95,2,250.0,2,4,4,244
ผล-4659,178,16,13160.0,3,1,1,311
ผล-4739,412,5,5900.0,4,3,2,432
ผล-476,270,3,380.0,3,4,4,344
ผล-4842,330,12,3760.0,4,1,2,412
ผล-5001,250,3,1650.0,3,4,3,343
ผล-5002,0,5,6000.0,1,3,2,132
ผล-5031,37,14,8320.0,1,1,2,112
ผล-5174,21,7,2300.0,1,2,3,123
ผล-537,132,10,8250.0,2,2,2,222
