PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
กธ-2217,382,2,160.0,4,4,4,444
กธ-2401,201,6,3400.0,3,2,2,322
กธ-2476,263,4,2500.0000000000005,3,3,2,332
กธ-2587,147,11,6710.0,2,1,2,212
กธ-271,58,3,1200.0,1,4,3,143
กธ-2713,285,2,4750.0,3,4,2,342
กธ-2735,316,13,2930.0,4,1,2,412
กธ-2857,56,4,5500.0,1,3,2,132
กธ-2915,47,10,9200.0,1,2,1,121
กธ-2984,217,2,850.0,3,4,3,343
กธ-4055,19,3,480.0,1,4,4,144
กธ-4293,101,2,2100.0,2,4,3,243
กธ-430,143,2,1000.0,2,4,3,243
กธ-4339,337,2,230.0,4,4,4,444
กธ-4433,301,2,160.0,3,4,4,344
กธ-4533,23,5,4900.0,1,3,2,132
กธ-4535ชบ,8,10,1320.0,1,2,3,123
กธ-478,288,10,1320.0,3,2,3,323
กธ-4811,200,11,3750.0,3,1,2,312
กธ-4930,102,2,1500.0,2,4,3,243
กธ-5314,158,2,920.0,2,4,3,243
กธ-5373,79,2,300.0,2,4,4,244
กธ-5433,83,9,7400.0,2,2,2,222
กธ-545,88,20,14396.0,2,1,1,211
กธ-5500,408,13,14800.0,4,1,1,411
กธ-5918,105,5,980.0,2,3,3,233
กธ-6151,38,9,8800.0,1,2,1,121
กธ-6181,225,2,300.0,3,4,4,344
กธ-623,14,4,440.0,1,3,4,134
กธ-6356,49,9,9760.0,1,2,1,121
กธ-6488,70,6,500.0,2,2,4,224
กธ-6536,362,2,200.0,4,4,4,444
กธ-6555,264,8,630.0,3,2,4,324
กธ-664,263,17,5200.0,3,1,2,312
กธ-672,106,10,4770.0,2,2,2,222
กธ-6934,59,3,1850.0,1,4,3,143
กธ-6949,305,4,3500.0,4,3,2,432
กธ-7037,91,2,1450.0,2,4,3,243
กธ-7267,187,9,16000.0,3,2,1,321
กธ-7350,162,22,6410.0,2,1,2,212
กธ-7376,77,9,9600.0,2,2,1,221
กธ-7544,266,3,630.0,3,4,4,344
กธ-7666,61,9,19000.0,1,2,1,121
กธ-7711,59,8,1080.0,1,2,3,123
กธ-7894,176,2,230.0,3,4,4,344
กธ-7900,58,4,2900.0,1,3,2,132
กธ-7907,422,4,200.0,4,3,4,434
กธ-8233,400,9,5200.0,4,2,2,422
กธ-8287,289,4,1900.0,3,3,3,333
กธ-8302,131,2,900.0,2,4,3,243
กธ-8321,379,4,800.0,4,3,3,433
กธ-8363,390,2,200.0,4,4,4,444
กธ-8412,31,14,10289.0,1,1,1,111
กธ-8540,420,6,2770.0,4,2,2,422
กธ-8670,300,11,21230.0,3,1,1,311
กธ-8792,90,14,14000.0,2,1,1,211
กธ-8804,231,25,1240.0,3,1,3,313
กธ-8956,191,9,12000.0,3,2,1,321
กธ-923,190,8,3450.0,3,2,2,322
กธ-9309,255,2,230.0,3,4,4,344
กธ-9345,346,5,448.0,4,3,4,434
กธ-9356,384,5,2650.0,4,3,2,432
กธ-9444,61,9,860.0,1,2,3,123
กธ-9509,114,41,15767.519999999999,2,1,1,211
กธ-9533,37,9,5000.0,1,2,2,122
กธ-9707,221,4,200.0,3,3,4,334
กธ-9974,348,2,200.0,4,4,4,444
กน-1148,142,7,760.0,2,2,3,223
กน-1211,132,29,1320.0,2,1,3,213
กน-129,307,11,10400.0,4,1,1,411
กน-1323,164,29,22220.0,2,1,1,211
กน-1637,325,5,6400.0,4,3,2,432
กน-1742,162,5,448.0,2,3,4,234
กน-1802,136,2,1000.0,2,4,3,243
กน-1821,237,7,2110.0,3,2,3,323
กน-2136,426,8,560.0,4,2,4,424
กน-2348,194,4,2320.0,3,3,3,333
กน-2376,53,2,2500.0,1,4,2,142
กน-2452,224,5,660.0,3,3,4,334
กน-2502,252,3,240.0,3,4,4,344
กน-2691,342,2,270.0,4,4,4,444
กน-3004,218,4,3100.0,3,3,2,332
กน-3251,159,5,2250.0,2,3,3,233
กน-3513,241,2,300.0,3,4,4,344
กน-3686,61,9,9000.0,1,2,1,121
กน-3874,175,17,10450.0,2,1,1,211
กน-3874ชบ,291,2,230.0,3,4,4,344
กน-3993,299,2,200.0,3,4,4,344
กน-4164,99,14,15080.0,2,1,1,211
กน-4169,252,15,12750.0,3,1,1,311
กน-4260,54,2,2300.0,1,4,3,143
กน-4309,372,10,3310.0,4,2,2,422
กน-4451,304,5,2460.0,4,3,2,432
กน-4594,105,30,19848.0,2,1,1,211
กน-4696,213,4,1850.0,3,3,3,333
กน-4982,334,6,360.0,4,2,4,424
กน-5025,404,12,9450.0,4,1,1,411
กน-536,110,15,2393.0,2,1,3,213
กน-536ชบ,234,3,1400.0,3,4,3,343
กน-5377,348,5,448.0,4,3,4,434
กน-574,367,2,300.0,4,4,4,444
กน-6154,8,15,9730.0,1,1,1,111
กน-653,103,9,6200.0,2,2,2,222
กน-6548,157,7,1610.0,2,2,3,223
กน-6598,40,18,7160.0,1,1,2,112
กน-7115,104,36,1910.0,2,1,3,213
กน-7117,14,9,16200.0,1,2,1,121
กน-720,249,9,16360.0,3,2,1,321
กน-7203,231,5,5500.0,3,3,2,332
กน-7256,75,7,960.0,2,2,3,223
กน-7453,367,14,19500.0,4,1,1,411
กน-7460,132,5,990.0,2,3,3,233
กน-7528,36,3,2100.0,1,4,3,143
กน-7804,45,5,750.0,1,3,3,133
กน-7880,300,9,7800.0,3,2,2,322
กน-8047,233,2,230.0,3,4,4,344
กน-8137 ชบ,107,2,1450.0,2,4,3,243
กน-8137ชบ,29,2,1450.0,1,4,3,143
กน-8255,328,2,230.0,4,4,4,444
กน-8347,363,2,100.0,4,4,4,444
กน-8419,270,7,760.0,3,2,3,323
กน-8562,110,3,2020.0,2,4,3,243
กน-8626,107,9,13000.0,2,2,1,221
กน-8868,95,2,200.0,2,4,4,244
กน-9228,233,13,10260.0,3,1,1,311
กน-9271,112,14,11848.0,2,1,1,211
กน-9453,153,8,2600.0,2,2,2,222
กน-9697,40,5,5800.0,1,3,2,132
กน-9726,123,23,9260.0,2,1,1,211
กน-9763,315,4,2900.0,4,3,2,432
กน-9867,43,8,3840.0,1,2,2,122
กน-9942,231,5,980.0,3,3,3,333
กบ-103,249,9,1248.0,3,2,3,323
กบ-1050,255,5,850.0,3,3,3,333
กบ-1253,307,2,1600.0,4,4,3,443
กบ-1437,17,20,18110.0,1,1,1,111
กบ-1583,302,10,2630.0,3,2,2,322
กบ-1853,259,9,11400.0,3,2,1,321
กบ-1893,401,3,900.0,4,4,3,443
กบ-1934,203,5,720.0,3,3,3,333
กบ-1973,257,6,11500.0,3,2,1,321
กบ-21,20,19,10280.0,1,1,1,111
กบ-2158.,419,2,1350.0,4,4,3,443
กบ-216,255,7,548.0,3,2,4,324
กบ-2329,191,6,4750.0,3,2,2,322
กบ-2390,141,2,250.0,2,4,4,244
กบ-2563,41,33,6790.0,1,1,2,112
กบ-2572.,43,7,2110.0,1,2,3,123
กบ-2657,50,23,15550.0,1,1,1,111
กบ-2677,14,5,2780.0,1,3,2,132
กบ-2931,232,2,570.0,3,4,4,344
กบ-3336,217,6,3060.0,3,2,2,322
กบ-3635,350,2,2300.0,4,4,3,443
กบ-3735,259,2,500.0,3,4,4,344
กบ-4117,129,9,920.0,2,2,3,223
กบ-4209,103,5,1960.2800000000002,2,3,3,233
กบ-4216,391,5,660.0,4,3,4,434
กบ-4426,407,11,21500.0,4,1,1,411
กบ-4875,365,8,2140.0,4,2,3,423
กบ-4912,239,5,448.0,3,3,4,334
กบ-541ชบ,162,7,760.0,2,2,3,223
กบ-5975,46,3,380.0,1,4,4,144
กบ-6134,80,29,4358.91,2,1,2,212
กบ-6334,340,12,2360.0,4,1,3,413
กบ-66,123,6,950.0,2,2,3,223
กบ-6918กทม,27,2,1450.0,1,4,3,143
กบ-6973,259,5,448.0,3,3,4,334
กบ-7398,320,5,448.0,4,3,4,434
กบ-7872,179,2,230.0,3,4,4,344
กบ-7906,9,29,8399.4,1,1,2,112
กบ-7961,199,2,230.0,3,4,4,344
กบ-8006.,335,13,8200.0,4,1,2,412
กบ-8034,421,4,260.0,4,3,4,434
กบ-8105,274,7,648.0,3,2,4,324
กบ-8150,323,7,4100.0,4,2,2,422
กบ-8261,219,14,28250.0,3,1,1,311
กบ-8358,93,5,1970.0,2,3,3,233
กบ-8396,243,18,14133.76,3,1,1,311
กบ-8537,181,3,2050.0,3,4,3,343
กบ-8606,59,11,5030.0,1,1,2,112
กบ-8677,94,11,848.0,2,1,3,213
กบ-8871,48,10,6450.0,1,2,2,122
กบ-8900,172,12,5928.0,2,1,2,212
กบ-8907,40,5,660.0,1,3,4,134
กบ-898,77,5,1060.0,2,3,3,233
กบ-9000,177,12,16200.0,3,1,1,311
กบ-9505,234,6,810.0,3,2,3,323
กบ-9546,137,14,11848.0,2,1,1,211
กบ-9558,200,10,970.0,3,2,3,323
กบ-956,117,11,12310.0,2,1,1,211
กบ-9838,304,9,860.0,4,2,3,423
กบ-9971,94,13,3230.0,2,1,2,212
กบ-9971ชบ,410,8,4420.0,4,2,2,422
กบ-9990,20,14,8400.0,1,1,2,112
กผ-9077,132,2,230.0,2,4,4,244
กผ-9257,346,7,4260.0,4,2,2,422
กพ-1322,297,5,660.0,3,3,4,334
กพ-1529,406,9,4000.0,4,2,2,422
กพ-179,84,9,10000.0,2,2,1,221
กพ-1805,121,2,200.0,2,4,4,244
กพ-1815,389,5,3300.0,4,3,2,432
กพ-1916,309,9,6000.0,4,2,2,422
กพ-1972,81,47,10880.0,2,1,1,211
กพ-1995,21,8,1790.0,1,2,3,123
กพ-2012,231,4,2000.0,3,3,3,333
กพ-2018,371,5,715.0,4,3,3,433
กพ-2175,365,7,760.0,4,2,3,423
กพ-227,29,12,1228.0,1,1,3,113
กพ-2487,114,8,4300.0,2,2,2,222
กพ-2593,405,7,5050.0,4,2,2,422
กพ-2650,402,4,1050.0,4,3,3,433
กพ-2794,87,18,12260.0,2,1,1,211
กพ-2842,369,7,2490.0,4,2,2,422
กพ-3126,136,5,660.0,2,3,4,234
กพ-3315,62,9,13000.0,1,2,1,121
กพ-3509,178,12,4710.0,3,1,2,312
กพ-3582,38,10,10200.0,1,2,1,121
กพ-3620,425,14,16000.0,4,1,1,411
กพ-3813,96,4,800.0,2,3,3,233
กพ-3985,114,5,5314.0,2,3,2,232
กพ-4180,36,4,2280.0,1,3,3,133
กพ-4568,1,9,3480.0,1,2,2,122
กพ-4609,314,4,3989.8,4,3,2,432
กพ-4610,303,12,5230.0,3,1,2,312
กพ-4692,63,9,3910.0,1,2,2,122
กพ-4784,166,9,8930.0,2,2,1,221
กพ-4789,38,40,28190.0,1,1,1,111
กพ-4909 ชบ,77,10,3798.0,2,2,2,222
กพ-4923,188,8,3620.0,3,2,2,322
กพ-4949,357,2,250.0,4,4,4,444
กพ-5034,192,9,12760.0,3,2,1,321
กพ-5153,53,2,230.0,1,4,4,144
กพ-5361,249,4,680.0,3,3,3,333
กพ-5471,301,13,16700.0,3,1,1,311
กพ-5510,113,3,400.0,2,4,4,244
กพ-5550,402,4,1980.0,4,3,3,433
กพ-5687,70,2,1450.0,2,4,3,243
กพ-5712ชบ,197,12,5770.0,3,1,2,312
กพ-582,114,9,8500.0,2,2,1,221
กพ-5834,0,7,3530.0,1,2,2,122
กพ-5880,385,2,1450.0,4,4,3,443
กพ-5881,247,3,2850.0,3,4,2,342
กพ-5915,23,21,26350.0,1,1,1,111
กพ-5921,298,4,200.0,3,3,4,334
กพ-5990,55,5,660.0,1,3,4,134
กพ-6318.,336,19,33600.0,4,1,1,411
กพ-6334,119,22,14450.0,2,1,1,211
กพ-6581 ชบ,88,4,3700.0,2,3,2,232
กพ-6686,364,4,200.0,4,3,4,434
กพ-6790,195,2,520.0,3,4,4,344
กพ-6845,353,7,2760.0,4,2,2,422
กพ-6905,205,2,1450.0,3,4,3,343
กพ-7099,129,9,576.0,2,2,4,224
กพ-730,205,3,1830.0,3,4,3,343
กพ-753,99,4,2900.0,2,3,2,232
กพ-7603,306,2,470.0,4,4,4,444
กพ-7614,85,3,2100.0,2,4,3,243
กพ-7914,240,3,2550.0,3,4,2,342
กพ-8155,53,2,350.0,1,4,4,144
กพ-8203ชบ,54,9,9000.0,1,2,1,121
กพ-8244,170,2,2200.0,2,4,3,243
กพ-8302,96,25,11378.0,2,1,1,211
กพ-8390,284,2,200.0,3,4,4,344
กพ-8445,4,2,230.0,1,4,4,144
กพ-8451,11,27,17648.0,1,1,1,111
กพ-8499,11,10,18000.0,1,2,1,121
กพ-8616,234,14,9310.0,3,1,1,311
กพ-8651,379,5,410.0,4,3,4,434
กพ-8837,369,12,11600.0,4,1,1,411
กพ-8876,141,4,2230.0,2,3,3,233
กพ-8946,140,21,11946.0,2,1,1,211
กพ-8988ชบ,27,10,6500.0,1,2,2,122
กพ-9113,118,9,6140.0,2,2,2,222
กพ-9542,255,9,6950.0,3,2,2,322
กพ-9645,222,3,280.0,3,4,4,344
กพ-968,265,5,250.0,3,3,4,334
กม-1046,156,8,8000.0,2,2,2,222
กม-1094,259,9,2580.0,3,2,2,322
กม-1130ชบ,31,2,650.0,1,4,4,144
กม-1189,256,9,13000.0,3,2,1,321
กม-1339,149,5,860.0,2,3,3,233
กม-1354,319,4,0.0,4,3,4,434
กม-1519,20,14,8490.0,1,1,1,111
กม-1579,372,3,800.0,4,4,3,443
กม-1579 ชบ,414,33,10270.0,4,1,1,411
กม-1600,269,16,5360.0,3,1,2,312
กม-1632,210,3,1100.0,3,4,3,343
กม-1659,297,3,3400.0,3,4,2,342
กม-1885,3,7,2100.0,1,2,3,123
กม-1940,112,4,1664.0,2,3,3,233
กม-1979,4,9,860.0,1,2,3,123
กม-2016,203,18,18433.98,3,1,1,311
กม-2168,315,9,16000.0,4,2,1,421
กม-2425,16,13,13000.0,1,1,1,111
กม-2506,159,8,2310.0,2,2,3,223
กม-286,225,5,660.0,3,3,4,334
กม-3014,3,10,3076.0,1,2,2,122
กม-3028,422,4,1780.0,4,3,3,433
กม-3159ชบ,376,4,5000.0,4,3,2,432
กม-364,65,21,14820.0,1,1,1,111
กม-3730,305,6,6130.0,4,2,2,422
กม-3913,161,31,21530.0,2,1,1,211
กม-3952,329,3,1470.0,4,4,3,443
กม-4038 ชบ,223,9,11000.0,3,2,1,321
กม-4041,259,5,740.0,3,3,3,333
กม-4270,427,10,20952.0,4,2,1,421
กม-4364,123,17,10220.0,2,1,1,211
กม-4398,43,14,18150.0,1,1,1,111
กม-4488,109,2,3050.0,2,4,2,242
กม-4734,300,4,1400.0,3,3,3,333
กม-4827,82,2,400.0,2,4,4,244
กม-4862,254,2,600.0,3,4,4,344
กม-4882ชบ,368,11,17800.0,4,1,1,411
กม-4890,70,18,6415.0,2,1,2,212
กม-5071,324,10,7100.0,4,2,2,422
กม-5153,47,5,980.0,1,3,3,133
กม-5217,44,19,3608.0,1,1,2,112
กม-5495,110,22,18750.0,2,1,1,211
กม-5497ชบ,173,2,650.0,2,4,4,244
กม-5607,428,2,700.0,4,4,3,443
กม-573,250,13,1922.58,3,1,3,313
กม-5782,125,8,3160.0,2,2,2,222
กม-5815,319,9,7400.0,4,2,2,422
กม-5826ชบ,288,9,12000.0,3,2,1,321
กม-6019,37,9,3460.0,1,2,2,122
กม-6060,105,29,24035.0,2,1,1,211
กม-6263,285,3,1470.0,3,4,3,343
กม-631,255,31,12286.26,3,1,1,311
กม-6410,227,14,7450.0,3,1,2,312
กม-6503,365,9,2600.0,4,2,2,422
กม-6619,419,6,2790.0,4,2,2,422
กม-6630,401,8,1670.0,4,2,3,423
กม-6656,96,3,250.0,2,4,4,244
กม-6755,416,4,3500.0,4,3,2,432
กม-6792,249,7,3430.0,3,2,2,322
กม-6908,42,22,16520.0,1,1,1,111
กม-7040,415,6,3000.0,4,2,2,422
กม-7173,405,6,500.0,4,2,4,424
กม-7213,67,5,448.0,1,3,4,134
กม-7498,110,7,760.0,2,2,3,223
กม-7576,44,11,12030.0,1,1,1,111
กม-7576ชบ,234,2,230.0,3,4,4,344
กม-7692,424,6,810.0,4,2,3,423
กม-7814,62,2,1450.0,1,4,3,143
กม-7968,72,2,300.0,2,4,4,244
กม-7974,50,6,6000.0,1,2,2,122
กม-8183,27,16,17398.0,1,1,1,111
กม-8217,73,7,3540.0,2,2,2,222
กม-8217ชบ,345,5,350.0,4,3,4,434
กม-8233,299,3,3750.0,3,4,2,342
กม-8278,195,6,810.0,3,2,3,323
กม-8286,418,2,1450.0,4,4,3,443
กม-8428,368,2,300.0,4,4,4,444
กม-8483,92,9,12000.0,2,2,1,221
กม-8641,47,5,2650.0,1,3,2,132
กม-8763,297,5,448.0,3,3,4,334
กม-8897ชบ,245,19,19530.0,3,1,1,311
กม-893,389,7,760.0,4,2,3,423
กม-8956,61,22,28700.0,1,1,1,111
กม-8968,323,9,12000.0,4,2,1,421
กม-9217,280,9,17000.0,3,2,1,321
กม-9477,128,7,5800.0,2,2,2,222
กม-9837,428,2,950.0,4,4,3,443
กย-109,222,2,580.0,3,4,4,344
กย-1188,46,38,10412.6,1,1,1,111
กย-1365,233,2,1850.0,3,4,3,343
กย-1477,114,14,23448.0,2,1,1,211
กย-1484,427,2,200.0,4,4,4,444
กย-1947,77,12,19400.0,2,1,1,211
กย-205,385,5,448.0,4,3,4,434
กย-2151,106,33,33613.259999999995,2,1,1,211
กย-2151ชบ,311,3,910.0,4,4,3,443
กย-2232,118,4,750.0,2,3,3,233
กย-2438,54,7,5350.0,1,2,2,122
กย-2479,403,10,16150.0,4,2,1,421
กย-2739,123,20,2680.0,2,1,2,212
กย-3033,313,3,420.0,4,4,4,444
กย-3112,356,2,500.0,4,4,4,444
กย-3426,345,14,1920.0,4,1,3,413
กย-359ชบ,343,8,8680.0,4,2,1,421
กย-3614ชบ,343,13,13600.0,4,1,1,411
กย-3680,154,8,660.0,2,2,4,224
กย-3777,59,2,230.0,1,4,4,144
กย-3970,189,11,7060.0,3,1,2,312
กย-3973,68,12,21500.0,2,1,1,211
กย-403,236,7,400.0,3,2,4,324
กย-4082,75,4,2650.0,2,3,2,232
กย-4114 ชบ,197,2,9800.0,3,4,1,341
กย-4326,212,15,11610.58,3,1,1,311
กย-4472,104,35,23160.0,2,1,1,211
กย-4583,78,9,8300.0,2,2,2,222
กย-4609,352,3,970.0,4,4,3,443
กย-4652,59,21,15998.0,1,1,1,111
กย-4998,100,25,7500.0,2,1,2,212
กย-5277,183,28,5120.0,3,1,2,312
กย-5346,2,4,240.0,1,3,4,134
กย-5428,10,20,15818.0,1,1,1,111
กย-5571,7,49,23710.000000000004,1,1,1,111
กย-5624ชบ,120,6,4050.0,2,2,2,222
กย-5824,154,8,5200.0,2,2,2,222
กย-5883,12,52,20856.0,1,1,1,111
กย-5936,180,17,4878.999999999999,3,1,2,312
กย-6287,110,9,7600.0,2,2,2,222
กย-6504ชบ,199,4,4500.0,3,3,2,332
กย-6729,23,11,12450.0,1,1,1,111
กย-6763,47,4,6380.0,1,3,2,132
กย-6902,36,2,230.0,1,4,4,144
กย-6968,187,3,650.0,3,4,4,344
กย-7121,123,2,230.0,2,4,4,244
กย-7513,235,10,3894.0,3,2,2,322
กย-7559,129,10,31000.0,2,2,1,221
กย-78,16,7,23800.0,1,2,1,121
กย-7823,62,9,2060.0,1,2,3,123
กย-7825,69,6,3850.0,2,2,2,222
กย-7846,62,2,200.0,1,4,4,144
กย-7913,37,7,4650.0,1,2,2,122
กย-8040,97,6,810.0,2,2,3,223
กย-8293,85,3,800.0,2,4,3,243
กย-8317,191,15,15270.0,3,1,1,311
กย-8336,137,3,380.0,2,4,4,244
กย-8506,14,7,1090.0,1,2,3,123
กย-8512,318,5,660.0,4,3,4,434
กย-8557ชบ,291,4,7500.0,3,3,2,332
กย-8624,194,9,4620.0,3,2,2,322
กย-8752,325,2,1200.0,4,4,3,443
กย-8818,70,15,8140.0,2,1,2,212
กย-883,30,18,11290.0,1,1,1,111
กย-8915 ชบ,194,10,12361.779999999999,3,2,1,321
กย-8925,322,8,4600.0,4,2,2,422
กย-904,41,8,1780.0,1,2,3,123
กย-9248,243,2,230.0,3,4,4,344
กย-930,74,9,18360.0,2,2,1,221
กย-9379,304,2,100.0,4,4,4,444
กย-9413,141,9,7500.0,2,2,2,222
กย-9437,300,9,8600.0,3,2,1,321
กย-9457,251,11,11200.0,3,1,1,311
กย-9550,104,2,150.0,2,4,4,244
กย-972,70,12,16750.0,2,1,1,211
กย-9779,0,9,14800.0,1,2,1,121
กย-9816,419,14,1950.0,4,1,3,413
กร-1131,59,5,660.0,1,3,4,134
กร-1296ชบ,200,2,1000.0,3,4,3,343
กร-1448,154,48,18461.0,2,1,1,211
กร-1620,136,2,230.0,2,4,4,244
กร-165,91,36,23000.0,2,1,1,211
กร-1657,112,9,12200.0,2,2,1,221
กร-1666,107,4,2100.0,2,3,3,233
กร-1718,263,2,250.0,3,4,4,344
กร-1724,0,12,12200.0,1,1,1,111
กร-1724ชบ,289,7,2660.0,3,2,2,322
กร-1772ชบ,28,4,260.0,1,3,4,134
กร-1885,41,24,3560.0,1,1,2,112
กร-2007,70,8,560.0,2,2,4,224
กร-2126,156,38,36247.229999999996,2,1,1,211
กร-214,97,9,4250.0,2,2,2,222
กร-2171,91,23,24012.0,2,1,1,211
กร-2341,125,3,1470.0,2,4,3,243
กร-242 ชบ,358,3,730.0,4,4,3,443
กร-2582,28,13,9530.0,1,1,1,111
กร-2621,58,7,760.0,1,2,3,123
กร-2713,413,15,39250.0,4,1,1,411
กร-3247,311,4,1690.0,4,3,3,433
กร-3257,387,12,19450.0,4,1,1,411
กร-3365,36,4,2080.3700000000003,1,3,3,133
กร-3456ชบ,186,19,21720.0,3,1,1,311
กร-3689,128,8,2500.0,2,2,2,222
กร-375,92,2,230.0,2,4,4,244
กร-4032,323,8,7600.0,4,2,2,422
กร-4046,65,5,660.0,1,3,4,134
กร-4080,218,3,560.0,3,4,4,344
กร-4293,298,4,640.0,3,3,4,334
กร-4409,6,9,7400.0,1,2,2,122
กร-4561,200,27,24322.0,3,1,1,311
กร-4887,60,8,2500.0,1,2,2,122
กร-5186,372,9,860.0,4,2,3,423
กร-5296,26,8,1040.0,1,2,3,123
กร-531,352,10,6700.0,4,2,2,422
กร-5448,116,9,13000.0,2,2,1,221
กร-5666,400,5,1020.0,4,3,3,433
กร-5987,402,7,2700.0,4,2,2,422
กร-6042,48,2,1450.0,1,4,3,143
กร-6092,39,8,3000.0,1,2,2,122
กร-6503,427,9,7600.0,4,2,2,422
กร-6568,125,22,14788.0,2,1,1,211
กร-6763ชบ,95,5,278.0,2,3,4,234
กร-7037,367,11,1478.0,4,1,3,413
กร-7078,126,9,3620.0,2,2,2,222
กร-7101,407,6,6900.0,4,2,2,422
กร-7394,303,12,1010.0,3,1,3,313
กร-7413,403,5,448.0,4,3,4,434
กร-7492,217,2,2500.0,3,4,2,342
กร-8087,88,9,7600.0,2,2,2,222
กร-81,142,5,3300.0,2,3,2,232
กร-8101,147,5,660.0,2,3,4,234
กร-8175ชบ,229,5,448.0,3,3,4,334
กร-820,224,13,11430.0,3,1,1,311
กร-8297,342,2,1450.0,4,4,3,443
กร-8302ชบ,12,10,2830.0,1,2,2,122
กร-8380,56,3,7600.0,1,4,2,142
กร-8384,10,28,24530.0,1,1,1,111
กร-8384ชบ,196,4,830.0,3,3,3,333
กร-8419,118,2,230.0,2,4,4,244
กร-8502,47,2,200.0,1,4,4,144
กร-8726ชบ,344,2,1800.0,4,4,3,443
กร-8893,412,2,2050.0,4,4,3,443
กร-9067,214,4,1950.0,3,3,3,333
กร-9092,114,9,7400.0,2,2,2,222
กร-9451,134,8,4050.0,2,2,2,222
กร-9818,262,2,230.0,3,4,4,344
กร-9823,416,9,11600.0,4,2,1,421
กร-9914,317,6,6800.0,4,2,2,422
กล-1219,142,16,13470.0,2,1,1,211
กล-1299,337,9,3550.0,4,2,2,422
กล-1302ชบ,75,27,32070.0,2,1,1,211
กล-1466,40,14,2760.0,1,1,2,112
กล-1468,143,8,2790.0,2,2,2,222
กล-1516,386,5,448.0,4,3,4,434
กล-1659,29,10,9150.0,1,2,1,121
กล-1709,215,12,1196.0,3,1,3,313
กล-1930,244,3,1400.0,3,4,3,343
กล-2089,37,2,800.0,1,4,3,143
กล-2204,165,5,2350.0,2,3,3,233
กล-2291,39,14,2950.0,1,1,2,112
กล-246,205,2,550.0,3,4,4,344
กล-2522,339,9,4390.0,4,2,2,422
กล-2569,120,16,10795.0,2,1,1,211
กล-2594,63,2,2000.0,1,4,3,143
กล-2621,41,20,14908.0,1,1,1,111
กล-2627,401,7,2310.0,4,2,3,423
กล-3012,306,2,1200.0,4,4,3,443
กล-3309,46,16,11160.0,1,1,1,111
กล-339,158,2,300.0,2,4,4,244
กล-3429,403,13,14600.0,4,1,1,411
กล-3574,42,4,2080.0,1,3,3,133
กล-3663ชบ,364,5,9000.0,4,3,1,431
กล-3693,47,10,3600.0,1,2,2,122
กล-3971,170,29,12400.0,2,1,1,211
กล-4109,300,11,2560.0,3,1,2,312
กล-4265,81,4,2650.0,2,3,2,232
กล-434,88,7,1670.0,2,2,3,223
กล-4429,311,25,17400.0,4,1,1,411
กล-4445,129,9,4100.0,2,2,2,222
กล-4479,138,37,9658.0,2,1,1,211
กล-4491,366,6,2800.0,4,2,2,422
กล-4617,348,3,1500.0,4,4,3,443
กล-480,85,2,440.0,2,4,4,244
กล-4876,257,4,128.0,3,3,4,334
กล-4891,52,13,4160.0,1,1,2,112
กล-5437,362,3,1900.0,4,4,3,443
กล-5632,332,4,200.0,4,3,4,434
กล-5655,163,9,3190.0,2,2,2,222
กล-5763,291,4,2900.0,3,3,2,332
กล-5812,94,6,2900.0,2,2,2,222
กล-6063,180,16,3060.0,3,1,2,312
กล-624,363,4,248.0,4,3,4,434
กล-6290,220,11,7125.0,3,1,2,312
กล-6967,103,12,19350.0,2,1,1,211
กล-706,350,15,10200.0,4,1,1,411
กล-7121,99,2,1450.0,2,4,3,243
กล-764,336,10,910.0,4,2,3,423
กล-7898,288,6,3275.0,3,2,2,322
กล-7909,66,3,280.0,1,4,4,144
กล-8079,65,7,1900.0,1,2,3,123
กล-847,362,18,30000.0,4,1,1,411
กล-8530,138,52,33240.0,2,1,1,211
กล-860,181,2,230.0,3,4,4,344
กล-8649,47,6,295.0,1,2,4,124
กล-9411ชบ,366,2,230.0,4,4,4,444
กล-9479,133,2,200.0,2,4,4,244
กล-9596,306,4,11000.0,4,3,1,431
กล-9682,98,3,4750.0,2,4,2,242
กล-9799,137,12,7655.0,2,1,2,212
กล-9881,96,22,2122.0,2,1,3,213
กว-1377,44,7,1950.0,1,2,3,123
กว-1410,178,13,1420.0,3,1,3,313
กว-1487,85,9,11000.0,2,2,1,221
กว-1514 ,27,4,2580.0,1,3,2,132
กว-1656,77,13,6730.0,2,1,2,212
กว-2182,119,9,450.0,2,2,4,224
กว-2220ชบ,234,3,550.0,3,4,4,344
กว-2258,57,5,860.0,1,3,3,133
กว-2402,78,2,230.0,2,4,4,244
กว-2439,228,2,2200.0,3,4,3,343
กว-2599,51,6,2405.0,1,2,3,123
กว-2667,122,5,245.0,2,3,4,234
กว-3052,403,6,2670.0,4,2,2,422
กว-3514,404,5,6400.0,4,3,2,432
กว-3559,36,8,400.0,1,2,4,124
กว-3852,283,3,1470.0,3,4,3,343
กว-3964,43,10,12384.0,1,2,1,121
กว-3987,283,9,7000.0,3,2,2,322
กว-4084,361,7,6850.0,4,2,2,422
กว-4086,120,2,800.0,2,4,3,243
กว-4105,12,9,2440.0,1,2,3,123
กว-4318,363,5,448.0,4,3,4,434
กว-4321,404,2,1650.0,4,4,3,443
กว-4453,144,20,30350.0,2,1,1,211
กว-4593,224,3,2110.0,3,4,3,343
